Employee_ID,Employee_Name,Manager_Employee_ID,Gender,Date_Of_Birth,Mail_ID,Department,Designation,Region_Location,Source_Of_Hiring,Cost_Per_Hire,Experience_Type,Date_Of_Joining,Last_Working_Date,Total_Working_Days,Days_Present,Sick_Leaves_Taken,Casual_Leaves_Taken,Unplanned_Absences,Late_Arrival_Count,Reason_For_Leaving,Employment_Status,Work_Mode,Transportation_Type,Annual_CTC,Training_Hours,Overtime_Hours,Productivity_Score,KPI_Achievement_Rate,Engagement_Score,Satisfaction_Score,Flight_Risk_Indicator,Performance_Rating
EMP-0845,  Suresh   Iyer ,EMP-0050,male,1981-08-31,suresh.iyer@outlook.com,Technology,senior executive,BENGALURU,naukri,0,Fresher,30 Oct 2022,,240,222.0,5,10.0,3.0,6,,Active,Onsite,Own Vehicle,7.14,51,40,62,53%,4,3,High,3.0
EMP-0846,  Divya   Sharma ,EMP-0350,female,1998/04/10,  divya77@yahoo.com ,Operations,assistant manager,South - Bangalore,Campus Drive,19456,Experienced,18 Sep 2021,12-23-2024,240,224.0,6,9.0,1.0,8,Relocation / Personal Reasons,INACTIVE,Onsite,COMPANY CAB,13.66,48,16 hrs,69%,77,3,Very High,Medium,1.0
EMP-0847,ramesh iyer,EMP-0120,Male,2005/01/26,RAMESH.IYER@YAHOO.COM,Engineering,SENIOR EXECUTIVE,North - Delhi,LinkedIn,0,experienced,2021/12/28,,240,234.0,2,4.0,0.0,1 times,,Active,Hybrid,Own Vehicle,5.59 LPA,50,23,67,69,Low,5,High,3.0
EMP-0848,pradeep kumar,,,16/05/1976,  pradeep75@outlook.com ,Sales,Manager,CHENNAI,Company Career Site,0,Experienced,,10 Mar 2025,240,221.0,10,5.0,4.0,22,Relocation / Personal Reasons,Inactive,Onsite,Company Cab,27.92,84,20,72,64,6,2,High,2.0
EMP-0849,DEEPA PATEL,EMP-0050,female,04-23-1985,DEEPA.PATEL@COMPANY.COM,IT,  Team Lead ,South - Bangalore,campus drive,12837,Experienced,19 May 2021,01 Aug 2023,240,225.0,2,10.0,3.0,5,Better Career Growth,Inactive,Hybrid,Company Cab,15.8,33,38,57,70%,5,4,High,3.0
EMP-0850,LAKSHMI KUMAR,EMP-0100,female,1981/01/21,LAKSHMI.KUMAR@YAHOO.COM,IT,  Executive ,South - Bangalore,LinkedIn,0,Fresher,2018/03/30,,240,221.0,6,10.0,3.0,7,,Active,WFH,Own Vehicle,18.09,69,40,59,68,1,3,High,3.0
EMP-0851,  Karthik   Nair ,EMP-0050,Male,07-30-1970,KARTHIK.NAIR@OUTLOOK.COM,Technology,Executive,BENGALURU,LinkedIn,0,Fresher,28/02/2019,,240,230.0,5,4.0,1.0,5,,Active,Hybrid,Company Cab,,55,,62%,0.63,6,3,Medium,3.0
EMP-0852,  Sanjay   Kumar ,EMP-0140,male,09-16-1975,  sanjay11@yahoo.com ,Engineering,  Executive ,,Employee Referral,2500,Fresher,2019-11-11,13/09/2021,240,232.0,2,6.0,0.0,4,Involuntary - Restructuring,Resigned,Hybrid,Own Vehicle,21.87,28,12,57,55,2,3,Medium,1.0
EMP-0853,POOJA SINGH,EMP-0200,female,06 Jun 1986,pooja_singh@yahoo.com,Sales,  Team Lead ,South - Bangalore,Naukri,0,Experienced,2018/05/14,,240,227.0,3,8.0,2.0,7,,Active,,own vehicle,8.64 LPA,77,10,0.69,74%,6,Very High,Medium,3.0
EMP-0854,  Divya   Sharma ,EMP-0300,,19/12/1972,divya_sharma@company.com,Operations,ASSISTANT MANAGER,North - Delhi,Walk-In,0,Experienced,22/05/2018,03/07/2020,240,217.0,7,6.0,10.0,19,Involuntary - Restructuring,INACTIVE,Onsite,own vehicle,25.5,99,18,76,80,2,1,High,1.0
EMP-0855,SANJAY RAO,EMP-0050,Male,1989-06-14,sanjay.rao@outlook.com,Technology,team lead,South - Chennai,campus drive,8359,Experienced,2020-10-09,04-23-2022,240,220.0,9,4.0,7.0,9,Involuntary - Performance,Terminated,Onsite,Own Vehicle,"$10,236",51,10,53,58,8,1,High,3.0
EMP-0856,PRADEEP VENKATESH,emp-0010,male,31/10/2006,pradeep_venkatesh@company.com,Human Resources,EXECUTIVE,South - Bangalore,LinkedIn,0,Fresher,10-03-2018,10-10-2020,240,213.0,12 days,4.0,11.0,17,Better Career Growth,Resigned,Onsite,Public Transport,8.17,-15,12,63%,61,4,1,high,1.0
EMP-0857,Vikram Venkatesh,EMP-0050,Male,03-23-1977,  vikram60@yahoo.com ,Technology,  Executive ,CHENNAI,Campus Drive,18784,fresher,01/09/2018,,240,228.0,6,4.0,2.0,3,,,WFH,COMPANY CAB,4.4,48,44,62,70%,7,5,High,3.0
EMP-0858,SNEHA IYER,EMP-0350,Female,01 Nov 1999,sneha_iyer@yahoo.com,Operations,team lead,chennai,Company Career Site,0,Experienced,2021-03-07,,240,233.0,2,4.0,1.0,1,,Active,Hybrid,COMPANY CAB,15.07,45,0,72,73,4,3,High,4.0
EMP-0859,manoj patel,EMP-0010,Male,10-18-1993,manoj_patel@outlook.com,Human Resources,Assistant Manager,CHENNAI,Campus Drive,14484,Experienced,2022/07/17,20/04/2024,240,228.0,3,7.0,2.0,5,Relocation / Personal Reasons,Inactive,Onsite,COMPANY CAB,17.34 LPA,45,39,61,,6,3,High,4.0
EMP-0860,  Karthik   Iyer ,EMP-0050,male,16 Jul 1990,karthik_iyer@outlook.com,IT,  Senior Executive ,South - Chennai,Company Career Site,0,Fresher,04/03/2020,,240,220.0,8,6.0,6.0,19,,Active,Onsite,Company Cab,5.11,12,43,49,54,4,2,High,5.0
EMP-0861,  Divya   Joshi ,EMP-0050,female,01/05/1968,divya.joshi@gmail.com,Technology,SENIOR EXECUTIVE,South - Bangalore,employee referral,"INR 2,500",Fresher,27/10/2019,,240,216.0,10,9.0,5.0,20,,Active,Hybrid,Company Cab,"INR 2,250,000",82,18,66%,65%,2,2,High,3.0
EMP-0862,  Manoj   Rao ,EMP-0320,male,26 Dec 2004,manoj.rao@outlook.com,Operations,Team Lead,North - Delhi,Company Career Site,0,Experienced,31/10/2019,,240,229.0,2,6.0,3.0,5,,Active,Hybrid,company cab,14.61,17,11,62,78,7,5,Low,2.0
EMP-0863,VIJAY VENKATESH,EMP-0025,Female,1979/01/27,  vijay32@company.com ,H.R.,  Executive ,West - Mumbai,Walk-In,0,Fresher,,,240,214.0,14,4.0,8.0,19,,Active,Hybrid,OWN VEHICLE,16.35,79,7,69,75,10,2,High,4.0
EMP-0864,Karthik Rao,EMP-0100,M,14 Jul 1993,KARTHIK.RAO@YAHOO.COM,Technology,  Executive ,mumbai,Walk-In,0,Fresher,15/01/2024,,240,225.0,6,9.0,0.0,8,,Active,HYBRID,COMPANY CAB,14.3,50,7,61,78,4,3,Low,3.0
EMP-0865,  Pooja   Nair ,EMP-0025,female,1993-11-04,pooja.nair@yahoo.com,H.R.,Executive,West - Mumbai,Recruitment Agency,57988,fresher,2021-01-08,,240,210.0,13,8.0,9.0,8 times,,Active,Onsite,Company Cab,13.32 LPA,77,44,0.63,70%,1,1,High,2.0
EMP-0866,  Anitha   Singh ,DIR-0001,female,30 Nov 1980,ANITHA.SINGH@OUTLOOK.COM,Engineering,  Manager ,West - Mumbai,LinkedIn,0,Experienced,07-02-2024,10-07-2025,240,224.0,5,10.0,1.0,6,Better Compensation & Benefits,Inactive,Hybrid,Own Vehicle,17.21,22,11,52%,51,4,3,Medium,1.0
EMP-0867,  Rajesh   Patel ,EMP-0220,M,10-18-2005,rajesh.patel@outlook.com,Marketing,executive,South - Chennai,LinkedIn,0,Fresher,2019-07-03,,240,231.0,3,6.0,0.0,2,,Active,Onsite,Company Cab,7.3,58,32,70,77,6,4,High,2.0
EMP-0868,  Manoj   Rao ,EMP-0075,Male,08/12/2004,manoj_rao@outlook.com,IT,  Team Lead ,South - Chennai,Naukri,0,Experienced,2023-07-27,,240,210.0,9,9.0,12.0,8,,Active,Onsite,Company Cab,7.96,69,44,56,63,6,2,high,4.0
EMP-0869,VIJAY NAIR,EMP-0200,Male,1976/01/21,vijay.nair@gmail.com,Sales,  Assistant Manager ,DELHI,Naukri,0,Experienced,06-19-2021,,240,220.0,6,10.0,4.0,11,,Active,ONSITE,Own Vehicle,"$29,532",11,25,,72%,3,2,high,3.0
EMP-0870,pradeep patel,EMP-0180,M,15 Jul 1988,  pradeep84@gmail.com ,Sales,TEAM LEAD,chennai,Naukri,0,experienced,2018/03/02,2019-11-01,240,218.0,6,7.0,9.0,14,Involuntary - Performance,Inactive,Hybrid,Company Cab,26.68,69,38,74,80,8,2,High,5.0
EMP-0871,ramesh patel,EMP-0200,,1976/03/24,  ramesh77@gmail.com ,Sales & Mktg,team lead,chennai,Employee Referral,5000,EXPERIENCED,08 May 2024,,240,223.0,8 days,5.0,4.0,16,,Active,Onsite,Own Vehicle,12.65 LPA,,27,61%,0.67,9,2,High,2.0
EMP-0872,DEEPA SHARMA,EMP-0180,F,1999-05-04,  deepa73@gmail.com ,Sales & Mktg,  Senior Executive ,South - Chennai,LinkedIn,0,experienced,05/02/2019,,240,214.0,12,5.0,9.0,11,,Active,Onsite,COMPANY CAB,10.13,53,4,54,51,7,1,High,3.0
EMP-0873,suresh singh,DIR-0001,M,01-31-1975,  suresh8@outlook.com ,IT,manager,Bengaluru,Employee Referral,"INR 10,000",Experienced,2018-11-08,,240,210.0,12,9.0,9.0,12,,Active,Onsite,Company Cab,19.28,36,7,44,50%,5,2,high,5.0
EMP-0874,Anitha Rao,EMP-0050,female,02-14-1992,anitha.rao@gmail.com,Technology,Assistant Manager,chennai,Recruitment Agency,40530,Experienced,08/08/2020,21 Apr 2022,240,228.0,2,8.0,2.0,2,Relocation / Personal Reasons,Resigned,Hybrid,Own Vehicle,13.51,41,24,57,55,4,3,medium,2.0
EMP-0875,  Pradeep   Reddy ,EMP-0180,female,29/12/1970,PRADEEP.REDDY@COMPANY.COM,Sales & Mktg,Executive,South - Chennai,LinkedIn,,Experienced,2021/07/28,,240,,,,,,,ACTIVE,Hybrid,Company Cab,4.12,30,26,66,69,8,2,High,3.0
EMP-0876,Pooja Nair,,Female,1986/06/13,,Sales,executive,South - Chennai,,,Fresher,2022-06-21,2023-06-06,240,213.0,14,9.0,4.0,10,Involuntary - Performance,INACTIVE,Hybrid,Company Cab,,17,,57%,58,10,1,,6.0
EMP-0877,  Karthik   Patel ,,,1984-07-16,KARTHIK.PATEL@OUTLOOK.COM,IT,manager,North - Delhi,Walk-In,0,Experienced,10/10/2022,,240,227.0,3,10.0,0.0,7,,Active,Hybrid,Company Cab,21.04 LPA,81,29,0.76,74%,10,5,Medium,3.0
EMP-0878,Sanjay Rao,DIR-0001,male,08-17-1990,SANJAY.RAO@COMPANY.COM,IT,MANAGER,North - Delhi,LinkedIn,0,experienced,2024/05/28,14/06/2025,240,229.0,2,7.0,2.0,5,Involuntary - Performance,Resigned,WFH,Company Cab,19.64,59,44,49,55,4,5,High,4.0
EMP-0879,Vikram Reddy,EMP-0010,M,05-24-1975,  vikram93@yahoo.com ,HR,  Executive ,South - Bangalore,LinkedIn,0,Fresher,12/01/2021,07-19-2021,240,213.0,11,4.0,12.0,15,Better Compensation & Benefits,Inactive,Hybrid,company cab,4.16,76,22,70,74,7,2,Medium,3.0
EMP-0880,Arun Singh,EMP-0320,,01 Jan 1970,arun_singh@gmail.com,Operations,Executive,mumbai,LinkedIn,0,Fresher,08-01-2020,,240,231.0,2,6.0,1.0,5,,Active,Hybrid,Own Vehicle,8.94,53,19,74,78,8,4,High,2.0
EMP-0881,meera patel,EMP-0050,F,,meera.patel@company.com,Technology,,South - Chennai,Naukri,0,Experienced,21/01/2019,,240,222.0,6,10.0,2.0,4,,Active,WFH,own vehicle,"INR 916,000",67,17,67%,,5,4,Medium,2.0
EMP-0882,Pooja Iyer,EMP-0350,,22 Apr 1998,pooja.iyer@gmail.com,Operations,team lead,Bengaluru,Company Career Site,0,Experienced,2019-03-07,,240,226.0,5,6.0,3.0,4,,Active,Hybrid,Company Cab,19.96,12,17,47,50,6,3,Medium,4.0
EMP-0883,  Vikram   Nair ,EMP-0300,,17 Jun 2001,vikram.nair@company.com,Operations,  Senior Executive ,East - Kolkata,Walk-In,0,Experienced,2022/12/14,,240,209.0,14,10.0,7.0,10 times,,Active,onsite,Own Vehicle,3.98 LPA,95,1,68,69,10,2,Medium,5.0
EMP-0884,ananya singh,EMP-0010,female,1985-10-17,ANANYA.SINGH@GMAIL.COM,Human Resources,EXECUTIVE,East - Kolkata,Employee Referral,2500,Fresher,2019/07/27,10-30-2021,240,231.0,2,7.0,0.0,4,Involuntary - Performance,Terminated,onsite,company cab,6.05,79,3,61,59,4,3,medium,2.0
EMP-0885,Ananya Patel,EMP-0075,Female,,ananya.patel@company.com,IT,assistant manager,North - Delhi,company career site,0,Experienced,2019-06-22,,240,216.0,14,6.0,4.0,13,,Active,Onsite,COMPANY CAB,23.1,11,29,57,64%,4,1,High,3.0
EMP-0886,Priya Iyer,EMP-0050,female,02-14-1974,priya.iyer@outlook.com,Technology,executive,South - Bangalore,Naukri,0,Fresher,08-25-2020,,240,225.0,2 days,10.0,3.0,5,,ACTIVE,WFH,Company Cab,7.87,96,32,75%,75,9,Very High,High,3.0
EMP-0887,MANOJ REDDY,EMP-0160,,28 Oct 1988,manoj_reddy@outlook.com,Sales,  Executive ,North - Delhi,CAMPUS DRIVE,17272,FRESHER,2021/08/09,2022-10-12,240,232.0,2,5.0,1.0,7,Involuntary - Restructuring,Inactive,WFH,Company Cab,19.49,53,35,66,70,6,3,High,5.0
EMP-0888,  Vikram   Patel ,EMP-0160,male,1971/09/14,vikram.patel@gmail.com,Sales,executive,North - Delhi,Employee Referral,2500,Fresher,24 May 2021,,240,230.0,5,4.0,1.0,5,,Active,Onsite,Company Cab,9.34,11,17,47,57,6,4,MEDIUM,3.0
EMP-0889,ARUN SINGH,EMP-0010,male,04 Jan 2000,arun_singh@yahoo.com,H.R.,Executive,South - Chennai,Company Career Site,0,Experienced,03 Nov 2022,12/02/2024,240,233.0,2,4.0,1.0,7,Involuntary - Restructuring,Inactive,Hybrid,company cab,5.94 LPA,90,36,0.69,70%,2,3,High,1.0
EMP-0890,MANOJ KUMAR,EMP-0025,male,10-19-2004,MANOJ.KUMAR@OUTLOOK.COM,H.R.,Executive,South - Chennai,Employee Referral,2500,Fresher,2020/08/18,,240,217.0,11,7.0,5.0,17,,Active,onsite,Own Vehicle,9.46,44,18,69,77,5,2,High,5.0
EMP-0891,lakshmi patel,DIR-0001,,1975-08-26,  lakshmi79@company.com ,Technology,manager,mumbai,Walk-In,0,Experienced,2024-04-05,,240,229.0,2,8.0,1.0,7,,Active,Hybrid,Own Vehicle,"INR 2,120,000",96,27,69%,0.75,8,5,MEDIUM,2.0
EMP-0892,  Anitha   Nair ,,F,12-13-1975,anitha.nair@outlook.com,Sales,Manager,mumbai,employee referral,10000,Experienced,23 Aug 2018,06 Jun 2020,240,230.0,2,8.0,0.0,7,Involuntary - Performance,Inactive,Hybrid,Company Cab,24.46,39,39,51,55,5,3,High,2.0
EMP-0893,meera singh,,F,04 Apr 2001,MEERA.SINGH@OUTLOOK.COM,Sales & Mktg,manager,chennai,Naukri,0,,2021/01/31,,240,219.0,8,5.0,8.0,12,,Active,WFH,Company Cab,23.84,17,19,58,63%,5,2,High,2.0
EMP-0894,Lakshmi Sharma,EMP-0140,F,1998-02-12,LAKSHMI.SHARMA@GMAIL.COM,Engineering,SENIOR EXECUTIVE,North - Delhi,Company Career Site,0,fresher,08-25-2023,19/04/2025,240,209.0,11,10.0,10.0,19,Involuntary - Restructuring,Inactive,WFH,Own Vehicle,13.23,31,32,60,62,8,2,High,3.0
EMP-0895,pooja rao,DIR-0001,Female,19 Nov 1974,POOJA.RAO@COMPANY.COM,Ops,  Manager ,South - Chennai,Naukri,0,Experienced,01-27-2024,,240,227.0,4,6.0,3.0,5,,active,Onsite,Own Vehicle,19.87 LPA,53,11,59,62,3,Low,Medium,
EMP-0896,Sneha Singh,EMP-0140,Female,1977-09-19,SNEHA.SINGH@COMPANY.COM,Engineering,  Executive ,South - Bangalore,employee referral,2500,Experienced,12/05/2023,,240,232.0,3,4.0,1.0,3,,Active,HYBRID,Company Cab,8.52,67,14,65%,65,3,Very High,Low,2.0
EMP-0897,divya nair,EMP-0025,Male,17/11/1991,divya_nair@outlook.com,Human Resources,EXECUTIVE,North - Delhi,Walk-In,0,Fresher,12 Sep 2023,,240,223.0,7,5.0,5.0,10,,Active,Onsite,Own Vehicle,"$12,816",45,40,,64%,7,1,High,2.0
EMP-0898,DIVYA REDDY,EMP-0180,,1970/02/21,  divya86@yahoo.com ,Sales,Team Lead,chennai,Naukri,0,Experienced,07-22-2024,,240,226.0,5,7.0,2.0,7,,Active,Onsite,COMPANY CAB,25.46,78,38,73,73,3,3,high,3.0
EMP-0899,  Arun   Rao ,EMP-0280,male,2000-02-19,arun_rao@gmail.com,Finance,  Executive ,North - Delhi,Recruitment Agency,84944,Fresher,06-06-2020,16 Jan 2021,240,216.0,7,8.0,9.0,20,Work-Life Balance / Burnout,Inactive,Hybrid,own vehicle,3.82,86,1,60,68,4,1,High,0.0
EMP-0900,  Ananya   Kumar ,EMP-0025,Female,30 Oct 1981,  ananya51@yahoo.com ,HR,EXECUTIVE,South - Bangalore,Recruitment Agency,88802,Experienced,23/11/2019,,240,228.0,3,7.0,2.0,8,,Active,Hybrid,Company Cab,5.59,40,28,65,59,5,3,High,1.0
EMP-0901,  Divya   Iyer ,emp-0010,Male,1968-03-17,divya.iyer@outlook.com,Human Resources,ASSISTANT MANAGER,North - Delhi,Naukri,0,Experienced,,,240,226.0,4 days,10.0,0.0,2 times,,Active,Onsite,Company Cab,,,,70%,75%,7,3,Medium,4.0
EMP-0902,PRIYA RAO,EMP-0260,M,30/05/2002,priya_rao@outlook.com,Finance,  Executive ,chennai,LinkedIn,0,Experienced,22 Jan 2020,,240,214.0,8,10.0,8.0,21,,Active,Hybrid,Company Cab,4.15,64,9,63,67,5,2,High,1.0
EMP-0903,  Meera   Joshi ,EMP-0025,Female,21/10/1984,MEERA.JOSHI@OUTLOOK.COM,Human Resources,Team Lead,West - Mumbai,LinkedIn,0,Experienced,2021/05/13,,240,229.0,6,4.0,1.0,6,,Active,hybrid,Company Cab,7.95,89,1,61,,5,Low,Medium,2.0
EMP-0904,POOJA PATEL,EMP-0100,Female,19 Sep 1968,  pooja59@gmail.com ,Technology,EXECUTIVE,North - Delhi,Recruitment Agency,43214,Fresher,2020-10-28,,240,232.0,3,4.0,1.0,6,,Active,Onsite,Company Cab,17.78,71,10,59,63,6,3,Medium,4.0
EMP-0905,  Suresh   Sharma ,EMP-0075,M,,suresh_sharma@gmail.com,IT,  Executive ,BENGALURU,LinkedIn,0,Fresher,26/11/2019,07-21-2020,240,216.0,12,8.0,4.0,18,Better Compensation & Benefits,Resigned,Hybrid,Company Cab,13.82,39,12,58,66%,2,2,High,3.0
EMP-0906,SURESH JOSHI,DIR-0001,M,,  suresh5@gmail.com ,IT,manager,North - Delhi,campus drive,17935,EXPERIENCED,2024/05/22,,240,229.0,4,6.0,1.0,1,,Active,onsite,Own Vehicle,25.37,64,9,70%,72,7,4,Medium,2.0
EMP-0907,sneha reddy,DIR-0001,F,1998-07-02,sneha.reddy@outlook.com,Sales,  Manager ,BENGALURU,NAUKRI,0,Experienced,25 Feb 2018,,240,207.0,12,10.0,11.0,16,,Active,Onsite,company cab,23.53 LPA,25,13,56,60,4,2,high,1.0
EMP-0908,suresh iyer,EMP-0010,,01/05/1972,SURESH.IYER@YAHOO.COM,H.R.,assistant manager,North - Delhi,Naukri,0,Experienced,22 Dec 2022,,240,229.0,6,5.0,0.0,8,,Active,,Company Cab,11.87,21,17,58,52,1,Low,High,3.0
EMP-0909,divya rao,EMP-0010,Female,22 Dec 1969,divya_rao@outlook.com,H.R.,executive,Bengaluru,Walk-In,0,Fresher,12-10-2020,05-26-2021,240,227.0,2,10.0,1.0,2,Involuntary - Restructuring,Inactive,Hybrid,own vehicle,9.86,26,8,48,50%,4,Low,Low,1.0
EMP-0910,Sneha Singh,EMP-0100,female,08-02-2004,sneha.singh@yahoo.com,Technology,ASSISTANT MANAGER,West - Mumbai,Naukri,0,Experienced,2022-10-29,,240,233.0,2,4.0,1.0,3,,Active,Hybrid,Own Vehicle,12.8,25,38,60,67,4,4,High,3.0
EMP-0911,Pradeep Reddy,,male,12/02/1996,,H.R.,manager,South - Bangalore,,,Experienced,2021-03-13,2021-10-12,240,224.0,3,10.0,3.0,6,Better Career Growth,Inactive,Onsite,Own Vehicle,"INR 1,796,000",21 Hours,27 hrs,54%,0.50,8,3,,5.0
EMP-0912,  Pooja   Patel ,EMP-0320,Female,19 Apr 1992,  pooja65@company.com ,Operations,TEAM LEAD,BENGALURU,Employee Referral,5000,Experienced,12/12/2018,,240,217.0,7,8.0,8.0,22,,Active,onsite,own vehicle,10.07,17,2,47,50,5,2,High,2.0
EMP-0913,RAJESH VENKATESH,DIR-0001,Male,02/06/1973,  rajesh91@company.com ,IT,manager,South - Chennai,Recruitment Agency,,Experienced,02/04/2020,,240,,,,,,,Active,Hybrid,Company Cab,18.79 LPA,93,19,0.79,79%,7,1,high,3.0
EMP-0914,  Anitha   Rao ,EMP-0160,female,12-30-1983,anitha.rao@outlook.com,Sales & Mktg,ASSISTANT MANAGER,East - Kolkata,Employee Referral,5000,Experienced,2021-05-05,,240,234.0,2,4.0,0.0,4,,Active,,Company Cab,13.53,12,5,40,50,6,3,Low,1.0
EMP-0915,Ramesh Venkatesh,EMP-0025,male,01-14-1986,RAMESH.VENKATESH@COMPANY.COM,Human Resources,  Executive ,CHENNAI,Walk-In,0,fresher,2020-06-29,,240,211.0,13,10.0,6.0,9,,active,Work From Home,Own Vehicle,17.03,25,26,61,60,4,2,High,1.0
EMP-0916,kavitha venkatesh,EMP-0140,female,,  kavitha59@yahoo.com ,Engineering,team lead,West - Mumbai,CAMPUS DRIVE,16138,Experienced,2022/09/16,,240,232.0,4 days,4.0,0.0,8,,Active,HYBRID,Company Cab,14.19,39,1,48%,50,8,5,Low,3.0
EMP-0917,arun singh,EMP-0280,Male,1977-11-15,  arun98@company.com ,Finance,team lead,Bengaluru,Company Career Site,0,Experienced,06-14-2023,,240,230.0,2,5.0,3.0,7,,Active,Onsite,Company Cab,10.71,32,28,61,65%,5,4,Medium,3.0
EMP-0918,RAJESH RAO,EMP-0010,M,1980/06/28,rajesh_rao@yahoo.com,HR,  Assistant Manager ,chennai,Recruitment Agency,58756,experienced,28 Jun 2022,17 Dec 2022,240,213.0,13,4.0,10.0,18,Relocation / Personal Reasons,Inactive,Onsite,Company Cab,26.74,14,37,50,52,9,1,High,3.0
EMP-0919,  Sneha   Venkatesh ,,F,08/01/1971,sneha_venkatesh@gmail.com,Human Resources,  Manager ,South - Chennai,Recruitment Agency,55081,Experienced,21 Nov 2022,,240,228.0,5,5.0,2.0,4 times,,Active,Work From Home,Own Vehicle,22.21 LPA,93,2,81,88,2,3,Medium,3.0
EMP-0920,  Anitha   Iyer ,EMP-0025,Female,2002/06/06,anitha_iyer@outlook.com,Human Resources,TEAM LEAD,DELHI,Naukri,0,Experienced,11-24-2023,,240,218.0,8,6.0,8.0,15,,Active,Hybrid,Own Vehicle,6.93,74,15,67,74,1,2,High,1.0
EMP-0921,PRIYA KUMAR,EMP-0140,,1972/07/26,  priya17@company.com ,Engineering,,chennai,campus drive,17946,Experienced,02 Jun 2024,,240,232.0,3,4.0,1.0,5,,Active,Work From Home,Company Cab,"INR 2,478,000",39,29,73%,82%,6,5,Medium,3.0
EMP-0922,PRIYA NAIR,EMP-0050,Female,2006/02/24,  priya75@yahoo.com ,IT,team lead,West - Mumbai,Recruitment Agency,63089,Experienced,16 Jan 2021,11/01/2022,240,225.0,5,7.0,3.0,1,Work-Life Balance / Burnout,Inactive,Hybrid,Own Vehicle,15.44,30,39,59,62,3,4,high,3.0
EMP-0923,ARUN REDDY,EMP-0075,male,1972/04/01,arun.reddy@outlook.com,Technology,Senior Executive,DELHI,Recruitment Agency,54352,Fresher,01/04/2019,2020-01-20,240,217.0,7,6.0,10.0,10,Involuntary - Performance,Inactive,Hybrid,Company Cab,25.42,93,1,63,72,Medium,1,HIGH,3.0
EMP-0924,Divya Venkatesh,EMP-0075,Female,19 Apr 1996,divya.venkatesh@gmail.com,IT,  Executive ,chennai,Naukri,0,Fresher,2020-11-26,30/09/2022,240,211.0,12,5.0,12.0,11,Involuntary - Performance,Terminated,Hybrid,company cab,23.1,79,16,73,71,5,2,High,2.0
EMP-0925,pooja rao,EMP-0075,male,08/08/2002,POOJA.RAO@COMPANY.COM,IT,  Assistant Manager ,South - Bangalore,Naukri,0,experienced,30 Mar 2020,,240,224.0,6,10.0,0.0,7,,Active,ONSITE,Public Transport,13.92 LPA,31,40,,,3,,HIGH,1.0
EMP-0926,karthik kumar,EMP-0075,Male,07-01-1996,karthik.kumar@gmail.com,IT,assistant manager,West - Mumbai,Recruitment Agency,81721,Experienced,24/03/2021,,240,226.0,4,7.0,3.0,6,,Active,hybrid,Own Vehicle,,91,,75%,83,6,,Medium,3.0
EMP-0927,deepa joshi,EMP-0075,F,21 Nov 1997,deepa_joshi@outlook.com,Technology,assistant manager,CHENNAI,LinkedIn,0,EXPERIENCED,16 Mar 2023,,240,210.0,14,6.0,10.0,12,,Active,Onsite,Company Cab,10.08,81,34,66,71,4,2,Medium,0.0
EMP-0928,  Ananya   Nair ,EMP-0350,Female,1968/10/16,ANANYA.NAIR@YAHOO.COM,Operations,ASSISTANT MANAGER,South - Bangalore,Recruitment Agency,52460,Experienced,2023-05-07,,240,231.0,3,4.0,2.0,4,,Active,WFH,Own Vehicle,16.77,41,42,66,70,5,4,Medium,3.0
EMP-0929,  Meera   Venkatesh ,EMP-0050,,19 Feb 1988,meera.venkatesh@company.com,IT,EXECUTIVE,North - Delhi,recruitment agency,80690,Fresher,2020/05/03,,240,226.0,2,10.0,2.0,1,,Active,onsite,Company Cab,19.02,42,0,67,72%,6,4,Low,3.0
EMP-0930,VIKRAM REDDY,EMP-0050,male,10/04/2001,vikram_reddy@company.com,Technology,Senior Executive,chennai,LinkedIn,0,Experienced,04 Jul 2018,04-28-2021,240,225.0,5,8.0,2.0,4,Relocation / Personal Reasons,Inactive,Hybrid,Own Vehicle,9.82,25,44,51,50,3,,HIGH,4.0
EMP-0931,ARUN RAO,EMP-0320,Male,1999-08-10,arun.rao@outlook.com,Ops,executive,CHENNAI,COMPANY CAREER SITE,0,EXPERIENCED,2021/10/25,,240,221.0,8 days,4.0,7.0,18,,Active,Onsite,COMPANY CAB,6.91 LPA,,14,70%,0.67,6,1,High,3.0
EMP-0932,  Ramesh   Kumar ,DIR-0001,,1995-08-25,  ramesh15@gmail.com ,IT,Manager,South - Bangalore,Walk-In,0,experienced,21 Dec 2018,,240,231.0,3,6.0,0.0,4,,ACTIVE,Hybrid,Own Vehicle,23.96,47,25,67,78,5,3,Medium,3.0
EMP-0933,Pooja Rao,EMP-0075,,05 Feb 2001,pooja.rao@gmail.com,Technology,EXECUTIVE,chennai,LinkedIn,0,Fresher,05-01-2024,,240,221.0,6,10.0,3.0,6,,active,wfh,OWN VEHICLE,27.62,23,36,61,63%,3,4,High,3.0
EMP-0934,Karthik Kumar,EMP-0075,Male,1995-10-20,  karthik78@outlook.com ,Technology,EXECUTIVE,South - Chennai,Naukri,0,Fresher,06-18-2018,,240,220.0,8,5.0,7.0,17,,Active,onsite,Company Cab,16.38,45,20,64,66,9,2,High,3.0
